Terminal log file
Date: 05.06.2017 - 14:18:40
-----------------------------------------------

%~>daq start

 DAQ started.
%~>quit
%~>-1376, -7946, 912
-1262, -7916, 742
-1382, -7848, 1004
-1468, -7990, 1010
-1226, -7746, 716
-1440, -7958, 1088
-1422, -7898, 1018
-1292, -8116, 2230
-2690, -7860, 5590
-1224, -9294, 4764
-2976, -10308, 7258
-910, -10446, 5544
-1022, -10406, 6816
-614, -11404, 6750
-1276, -11070, 7416
498, -9998, 5792
-1094, -8624, 7372
1004, -6566, 4818
200, -4554, 5980
782, -2606, 5946
1114, -854, 6718
1826, -192, 5354
1752, 500, 4770
2350, 1610, 2196
1758, 4066, 1972
1180, 4938, 2050
3298, 4786, -592
2700, 5106, -1540
964, 5586, -2800
1006, 7206, -5062
1976, 6896, -5570
2008, 7704, -5448
170, 5096, -5190
456, 8924, -6036
912, 8442, -7008
742, 8008, -6118
1242, 7442, -4378
1420, 6556, -3428
1726, 5708, -2388
2416, 6248, -1322
2366, 4262, -1232
1674, 3914, 1132
2196, 3196, 2186
1914, 1550, 3382
3174, 770, 1692
2032, -1438, 5074
2184, -764, 9594
3534, -4978, 2164
2682, -5864, 4590
2926, -7210, 9036
2868, -8540, 5308
1608, -11958, 5254
2440, -8756, 8110
1666, -11904, 4876
3268, -12776, 3282
-568, -10518, 5844
-1560, -9934, 5856
588, -9706, 1514
14, -9346, 3854
168, -8644, 3154
-1428, -8462, 3700
-1054, -8054, 2214
-522, -8030, 494
-732, -8092, 542
436, -8004, -230

-----------------------------------------------
Date: 05.06.2017 - 14:18:43
End log file
