Terminal log file
Date: 05.06.2017 - 14:24:17
-----------------------------------------------

%~>daq start

 DAQ started.
%~>quit
%~>-1496, -7934, 316
-1512, -7930, 402
-1504, -7960, 324
-1620, -7898, 378
-1292, -8124, 1472
-4690, -7394, 8132
-5122, -11576, 7756
-4718, -13526, 7874
-2502, -15520, 8034
-736, -17344, 7138
-748, -16476, 7812
826, -15064, 5364
-988, -12746, 5676
804, -8742, 2006
-66, -5748, 1538
-670, -2142, 1764
1240, 446, -564
122, 1780, -370
-228, 4730, 528
1228, 3780, -3430
-1236, 5700, -2056
-104, 6892, -6028
-582, 7568, -8472
602, 7648, -11094
370, 9310, -10294
800, 8254, -10606
492, 7090, -8188
246, 6228, -5606
558, 5248, -4516
548, 4708, -2922
364, 2818, -696
2322, 1900, -2016
1258, -58, 1634
954, -902, 3874
2258, -4472, 3460
246, -4520, 5232
144, -7670, 4366
4728, -10842, -1328
2008, -12940, 9446
4432, -13598, 5368
6984, -14124, -1894
-1952, -17670, 9910
4118, -10672, 534
-1394, -12812, 5320
4566, -8706, -2088
-11940, -10286, 7924
-5368, -7790, 1954
-2656, -7422, -992
-2084, -7536, -1418
-2716, -8178, 130
-1948, -8344, 1416

-----------------------------------------------
Date: 05.06.2017 - 14:24:20
End log file
