Terminal log file
Date: 05.06.2017 - 14:25:00
-----------------------------------------------

%~>daq start

 DAQ started.
%~>quit
%~>-2542, -7598, -516
-2546, -7794, -424
-2714, -7850, -182
-5894, -8662, 2812
-7734, -7448, 5240
-8876, -9420, 6228
-6700, -11548, 4876
-6342, -13114, 6616
-4128, -15392, 4850
-508, -14012, 3778
-946, -13866, 4986
-550, -11672, 4122
-1686, -9352, 5180
1500, -4864, 2958
-1840, -4494, 5450
694, -2062, 2548
1112, 166, -140
-1180, 2738, 2018
166, 3246, 50
1520, 3526, -3056
432, 5928, -4580
-108, 5714, -8140
2550, 7426, -7474
4508, 8324, -11412
2166, 8712, -7636
402, 7492, -7508
2048, 8154, -7638
1020, 6748, -5766
1032, 6052, -4338
822, 5256, -3626
378, 3730, -2238
532, 2608, -578
632, 2040, 1196
324, -308, 2926
2818, -2994, 396
106, -2968, 7056
1714, -6876, 6976
1366, -7022, 6150
2604, -10152, 4722
-1402, -12176, 5526
2640, -13132, 1796
-1626, -12748, 8624
2322, -13674, 850
-2510, -14824, 8330
-586, -11140, 3250
-1712, -9588, 1284
-4894, -9204, 2448
-5920, -8386, 3362
-1880, -7170, -782
-2988, -7588, -112
-2874, -8122, -182
-2356, -7510, -520
-2582, -7768, -162
-2200, -7694, -270

-----------------------------------------------
Date: 05.06.2017 - 14:25:03
End log file
