Terminal log file
Date: 04.04.2017 - 14:10:06
-----------------------------------------------

%~>daq start

 DAQ started.
%~>quit
%~>-910, -7698, 1904
-916, -7732, 1918
-902, -7784, 1860
-914, -7798, 1876
-906, -7766, 1906
-1178, -7914, 2162
-1288, -7904, 1758
-2694, -7286, 4990
-370, -7346, 2890
-1740, -8904, 5836
-3322, -9178, 8870
-484, -9106, 5688
-636, -10292, 8700
736, -10690, 7048
-570, -10382, 8810
-424, -9726, 8488
146, -7908, 7014
-260, -6416, 8510
-536, -4282, 7322
-448, -2116, 8764
430, -3816, 3396
566, -662, 1498
-732, 1880, 2390
556, 4332, -248
730, 5330, 694
2262, 5986, -2308
1216, 4676, -2142
-144, 8052, -2248
888, 7066, -4728
1858, 6588, -5974
1938, 10036, -4058
-344, 5970, -3890
3620, 7480, -8686
-196, 7008, -5484
2080, 7748, -6844
1514, 6634, -7312
802, 7442, -5354
884, 6168, -4530
1160, 7818, -3256
2222, 6314, -2808
1540, 4734, -796
2992, 5710, 680
1922, 3922, -22
1976, 2770, 2256
1992, 2526, 2754
5212, 1732, 5364
5210, -488, 2350
2312, -852, 4816
3554, -1068, 8950
3052, -3264, 6844
2198, -3912, 8012
3532, -6222, 6860
1314, -6774, 9138
3670, -8516, 3420
4414, -9174, 8338
2246, -9274, 5412
1848, -8554, 5312
1560, -8898, 7514
546, -8038, 5518
2434, -8144, 2806
-1224, -8304, 4946
-492, -7858, 4510
-286, -7470, 3408
-1154, -7836, 3914
-878, -7708, 3530
-944, -7478, 3190
-856, -7880, 3012

-----------------------------------------------
Date: 04.04.2017 - 14:10:10
End log file
