Terminal log file
Date: 05.06.2017 - 14:22:02
-----------------------------------------------

%~>daq start

 DAQ started.
%~>quit
%~>-970, -8068, 262
-1206, -8000, 500
-908, -8072, -18
-1444, -8232, 960
-1796, -8352, 2124
-3618, -8732, 9804
-2662, -12168, 9324
-1876, -14218, 9322
-1092, -15842, 7666
-276, -15220, 6334
162, -13934, 6180
604, -11420, 5408
-148, -8886, 5506
1586, -6054, 3766
326, -3730, 4138
110, -1450, 2952
1124, 230, 2444
2040, 1592, -82
282, 3052, 2270
878, 3626, -1210
-604, 4844, -2692
-392, 7156, -5420
-886, 6164, -8198
-608, 7904, -8910
-232, 8044, -10360
538, 6564, -9754
1870, 7460, -8102
1242, 5992, -7472
1060, 6736, -5530
866, 5512, -4756
300, 5042, -3246
932, 3382, -3260
160, 1154, -716
802, -448, 2268
1586, -1504, 2764
890, -3680, 5408
1286, -4104, 7528
4638, -7528, 992
3626, -9620, 7168
3324, -10214, 8412
3308, -12460, 662
3210, -13256, 6756
3872, -13346, 1198
2600, -15164, 4150
-554, -10018, 8472
1636, -11946, 2634
-1426, -7580, 3532
-2540, -9192, 4582
-2148, -8880, 1692
-2228, -7348, 1290
-2650, -8370, 936

-----------------------------------------------
Date: 05.06.2017 - 14:22:05
End log file
