Terminal log file
Date: 05.06.2017 - 14:23:23
-----------------------------------------------

%~>daq start

 DAQ started.
%~>quit
%~>-1564, -7954, 186
-1794, -8050, 384
-4528, -8550, 5146
-3280, -10294, 10948
-3512, -15398, 11116
-1434, -18538, 10096
-668, -18780, 7578
-404, -17694, 5614
1650, -13802, 3114
-638, -10662, 4870
2138, -7724, 740
234, -3780, 4100
446, -2824, 3642
36, -794, 694
-1572, 1132, 360
530, 3924, -2680
-4, 3786, -4542
-1100, 6554, -7904
20, 6788, -6900
1710, 5508, -10976
3524, 5270, -11690
3684, 6830, -10482
2462, 4748, -10018
1568, 4930, -7822
960, 5640, -6366
-448, 2696, -4592
-462, 1800, -2276
890, 1256, -946
632, -406, 1940
1054, -3238, 3232
540, -3184, 7866
-1264, -5020, 9510
5366, -6250, 2504
3210, -8416, 10266
1932, -9490, 6136
2028, -10698, 3424
-402, -13162, 9176
710, -13688, 3264
-1438, -13386, 4394
-3278, -12942, 3966
9696, -12010, -5792
-14170, -9480, 14022
-5190, -6858, 392
-1418, -7744, -1980
-204, -6740, -3606
-3852, -8000, 64
-2752, -7098, -536
-2606, -7848, -270

-----------------------------------------------
Date: 05.06.2017 - 14:23:25
End log file
