Terminal log file
Date: 05.06.2017 - 14:24:25
-----------------------------------------------

%~>daq start

 DAQ started.
%~>quit
%~>-1802, -7894, -292
-1698, -7930, -348
-1812, -7872, -174
-1954, -8066, -96
-4170, -9404, 2422
-6874, -6058, 10398
-4908, -9624, 9060
-5104, -13382, 10302
-1824, -15788, 8356
-2612, -16870, 9554
-1954, -15974, 8624
-1442, -13340, 8140
2004, -10468, 4028
122, -6894, 4250
-590, -4500, 2840
-414, -2216, 1628
-426, 1254, 308
-126, 1786, -1484
868, 2938, -2482
164, 4056, -3290
-552, 6034, -7424
-530, 6424, -9718
884, 7210, -9828
2646, 6162, -10698
3050, 3016, -9454
2142, 5666, -7662
2626, 6086, -7418
342, 4384, -4266
1154, 3416, -5840
1332, 4572, -4556
-792, 264, -1740
-348, 6, 2644
1576, -3058, 3512
2892, -5590, 3144
2034, -5656, 6516
790, -8624, 8590
3702, -9156, 3002
2444, -13192, 5652
2530, -14648, 5276
3422, -15004, -600
-956, -16736, 4734
-2618, -11016, 9956
74, -12014, 1562
-58, -10324, -6970
-14910, -8150, 9128
-5510, -8216, 738
-2668, -6624, -708
-2308, -7582, -1646
-2854, -8264, -1262
-1808, -8050, -784

-----------------------------------------------
Date: 05.06.2017 - 14:24:28
End log file
