Terminal log file
Date: 05.06.2017 - 14:25:17
-----------------------------------------------

%~>daq start

 DAQ started.
%~>quit
%~>-2544, -7552, -522
-2698, -8714, -750
-2380, -8330, 632
-8568, -7124, 9544
-9298, -11436, 7012
-5636, -11484, 7066
-3528, -13718, 6778
-1310, -15644, 6024
-1434, -16272, 7290
266, -15132, 5366
1340, -12252, 4676
-492, -9892, 5596
-704, -7600, 4694
-960, -4552, 3600
20, -1998, 730
-2134, -32, 358
-412, 1710, -1692
-44, 3866, -2628
400, 3544, -5040
-136, 6422, -7894
1208, 6116, -9204
4338, 7982, -12178
3202, 5758, -12052
1286, 5968, -10132
1052, 4294, -8890
1186, 5932, -6644
602, 4666, -4356
470, 4452, -3446
-176, 3300, -1932
698, 2002, -1194
-370, -1108, 1468
-1572, -1000, 5544
2470, -3626, 896
-2978, -2794, 14394
2784, -7396, 2636
3172, -7092, 5364
-1056, -9574, 11172
3970, -12106, 1136
-1762, -16200, 8514
-392, -10082, 7810
-66, -11434, 3796
-762, -12776, 5358
-472, -9950, 372
-3944, -9246, 1806
-3776, -8280, -710
-5912, -8416, 956
-4490, -7668, 362

-----------------------------------------------
Date: 05.06.2017 - 14:25:19
End log file
