Terminal log file
Date: 04.04.2017 - 14:09:14
-----------------------------------------------

%~>daq start

 DAQ started.
%~>quit
%~>-708, -7848, 1892
-520, -7786, 1844
-638, -7868, 1856
-612, -7728, 1802
-1428, -7902, 2790
-244, -7644, 1274
-840, -7700, 2836
-1586, -8334, 4968
1136, -7782, 3068
-1692, -8782, 9548
1304, -10174, 6278
680, -10930, 7140
266, -10770, 6562
1284, -10270, 8114
1564, -9658, 8070
2014, -9052, 7430
2722, -7340, 6956
674, -5772, 8088
2020, -3814, 4664
-186, -1924, 3818
2216, -498, 1464
1938, 2370, 2046
1234, 4136, 1646
362, 5070, 3724
3536, 4570, -462
2348, 5412, -2068
-576, 7204, -1298
1648, 8576, -964
3560, 5030, -1840
2780, 7368, -1310
2414, 8208, -3026
766, 7616, -5974
196, 8000, -4578
2144, 6824, -5164
2916, 6942, -4754
2540, 7982, -5304
920, 7094, -1626
2468, 7206, -3704
1718, 6440, -1030
2172, 7338, 310
1818, 5558, -480
2018, 5090, 1144
2828, 5044, 2304
2182, 2184, 2244
2896, 2972, 3438
2340, 614, 4846
2506, 254, 5226
2094, -992, 7810
3266, -2146, 4614
2368, -5462, 4516
60, -5470, 11124
-104, -5976, 6364
220, -9288, 4230
-1858, -9748, 10400
-64, -9314, 6410
322, -8754, 5988
-634, -8494, 9222
-1582, -9564, 7400
616, -7948, 4242
-1408, -8288, 4170
-1746, -8074, 4414
-820, -6830, 3098
-1116, -7738, 2674
-898, -7078, 2498

-----------------------------------------------
Date: 04.04.2017 - 14:09:18
End log file
