Terminal log file
Date: 05.06.2017 - 14:25:33
-----------------------------------------------

%~>daq start

 DAQ started.
%~>quit
%~>-2250, -7912, -416
-2668, -8332, 564
-2972, -8102, 782
-4150, -6894, 6062
-5198, -9586, 7216
-5304, -11144, 8354
-2164, -12506, 7994
-2244, -16080, 10196
-8, -16208, 7940
524, -14998, 7442
2892, -11652, 3838
-254, -9546, 6636
1206, -5784, 3048
308, -4512, 2500
1070, -460, 1036
-590, 294, 2254
856, 2114, -700
-82, 3096, -1582
94, 4460, -2956
532, 6156, -7330
162, 5716, -7884
3720, 7802, -12574
2688, 8740, -9234
4654, 5370, -11172
3350, 6026, -9908
1718, 6178, -7810
1346, 5568, -6676
690, 5382, -4114
1208, 4194, -4764
454, 3186, -2236
886, 1246, -354
-758, 588, 3472
-150, -1618, 1756
-862, -2568, 6366
-1156, -4280, 7592
1176, -6642, 4660
718, -7290, 14222
1488, -10248, 3498
-2398, -11538, 7942
-830, -11334, 8250
-806, -12760, 2602
-4088, -11944, 8492
-1850, -11194, 4092
-2602, -9396, 2404
-4404, -10102, 2626
-3232, -8038, 700
-3284, -8732, -194
-6232, -8038, 2946
-4996, -8492, 1982
-2506, -7544, -1110

-----------------------------------------------
Date: 05.06.2017 - 14:25:35
End log file
