Terminal log file
Date: 24.03.2017 - 10:49:26
-----------------------------------------------

%~>daq start

 DAQ started.
%~>quit
%~>-960, 7998, 1382
-1156, 7968, 1566
-1640, 8100, 2496
-918, 8012, 2646
-1484, 8664, 3722
-1812, 8904, 4162
-2876, 9208, 5798
-2698, 9878, 6374
-1834, 10092, 6072
-1936, 10364, 6338
-1696, 9782, 5934
-2190, 9002, 6686
-2322, 8080, 6394
-2924, 7046, 7044
-2834, 5992, 6602
-3038, 4586, 6768
-2066, 2636, 6574
-1080, 1370, 5574
-890, 148, 4632
-434, -1072, 3992
-786, -2366, 4348
-1082, -3538, 4246
-1584, -4326, 3796
-1444, -4936, 3140
-1400, -5336, 2538
-1030, -5936, 1716
-668, -6188, 884
68, -6754, -462
330, -6844, -1042
530, -7034, -2210
880, -7278, -2818
1780, -7210, -5188
2118, -8048, -7010
2684, -7678, -7700
1832, -7144, -5196
2394, -6864, -5124
836, -7058, -3528
-306, -6964, -1472
-292, -6660, -1114
394, -6548, -36
874, -6224, 1266
1402, -5674, 624
-46, -5080, 1882
-866, -4222, 3090
-954, -3524, 3462
-918, -2372, 4708
-1300, -940, 5712
-558, -174, 4288
-2576, 1654, 6726
-3020, 2394, 6316
-3458, 4026, 6300
-3804, 5256, 6844
-4334, 5788, 7502
-4220, 7494, 7476
-3932, 7980, 6686
-3792, 9116, 6884
-1894, 9860, 4842
-2710, 9770, 4196
-4798, 9996, 5086
-6258, 9708, 6956
-3314, 8786, 4686
-2430, 8426, 5192
-1020, 7840, 3880
788, 7560, 1786
958, 7976, 1306
498, 7972, 1300
360, 7982, 1354
390, 8076, 1112

-----------------------------------------------
Date: 24.03.2017 - 10:49:29
End log file
