Terminal log file
Date: 24.03.2017 - 10:44:11
-----------------------------------------------

%~>daq start

 DAQ started.
%~>quit
%~>-316, 8062, 434
-354, 7988, 594
-444, 8168, 632
-498, 8106, 996
-618, 8174, 1364
-1390, 8222, 2506
-986, 8554, 3314
-470, 9424, 3562
-1078, 9530, 4662
-1398, 10262, 5856
-2078, 11516, 7300
-1912, 12272, 6946
-2274, 12540, 7472
-2208, 11470, 6968
-1344, 9940, 6132
-1760, 8340, 6404
-1712, 6898, 6120
-1272, 5076, 5072
-1748, 3476, 5814
-98, 1710, 4140
300, -132, 3488
668, -1696, 3132
-26, -3072, 3376
-220, -3938, 2862
274, -4864, 2042
184, -5842, 1382
370, -6276, 624
96, -6708, 598
-726, -6766, 362
-1026, -6478, -800
-644, -7170, -3414
-114, -7862, -6088
-240, -8056, -7344
-722, -8482, -7138
540, -7782, -6692
-312, -7728, -4196
12, -7246, -3526
-18, -6780, -1780
-394, -6160, -290
1228, -6034, -1104
1526, -5278, 24
-694, -5028, 2492
58, -4402, 2246
-822, -3008, 3552
-202, -2254, 3308
-266, -384, 4162
-1316, 358, 5926
-1330, 1618, 5772
-1394, 3974, 6164
-1568, 5360, 7542
-1980, 6260, 8592
-1374, 8028, 6326
-2038, 9060, 7966
-1440, 8770, 5996
-204, 10482, 5212
-442, 12664, 4254
-2396, 11742, 5036
-2074, 10818, 5186
-1016, 10384, 5250
-262, 9414, 4880
968, 8734, 3260
360, 8502, 3378
42, 8744, 2652
254, 8542, 216
974, 8282, 48
750, 7912, -196
1084, 8086, -416
1066, 7834, -224

-----------------------------------------------
Date: 24.03.2017 - 10:44:14
End log file
